Why Do Fools Fall in Love,1998,"Halle Berry, Vivica A. Fox, Lela Rochon, Larenz Tate, Ben Vereen, Alexis Cruz, Miguel A. Núñez Jr., Paul Mazursky, Paula Jai Parker, Lane Smith, Pamela Reed, Clifton Powell, Little Richard, Marcello Thedford, Jon Huertas, Aries Spears"
A Captive in the Land,1993,Sam Waterston
Toy Soldiers,1991,"Sean Astin, Denholm Elliott, Louis Gossett Jr., Keith Coogan, Andrew Divoff, Wil Wheaton, T.E. Russell, R. Lee Ermey, Mason Adams, George Perez, Michael Champion, Tracy Brooks Swope, Shawn Phelan, Max Manwell, Joe Inscoe, Jerry Lyden, René Gatica, Jeremiah McLerran, Jesse Doran, Stan Kelly, Carol Shoemaker, Adam Bonifant, Mark Retz, Paul Sincoff, Richard Travis, Janet Lee Orcutt, Knowl Johnson, Rafael H. Robledo, Tom Trigo, Jerry Valdez, Russell Gannon, Richard Warner, Christopher Northup, Joe Banks, Rick Warner, Sarah Stavrou, David Norris, Todd Bonifant, Mike Rogerson, Grady Weatherford, Darrell Elmore, Dennis Hunsinger, Cliff McLaughlin, Brian Williams, Jeff Ramsey, Nick Dimitri, Mark Brutsche, Cynthia Hayden, Denise Gordy, Michael Costello, Mimi Eisman, Lenny Steinline, Lloyd T. Williams, Jeremy Caplan, Roy Borden, John Shaw, Mark Burg, Chip Dell, Ivan Gardner, John Johnson, Jerry Orbach, Justin Wolfe, Chris Zarpas"
Ruby in Paradise,1993,"Ashley Judd, Todd Field, Bentley Mitchum, Andy Anderson, Dorothy Lyman, Allison Dean, Sharon Lewis"
The Best Man,1999,"Taye Diggs, Nia Long, Morris Chestnut, Sanaa Lathan, Harold Perrineau, Melissa De Sousa, Regina Hall, Monica Calhoun, Terrence Howard, Victoria Dillard, Jim Moody, Jarrod Bunch, Liris Crosse, Stu Riley, Lady Madonna, Linda Powell, Willie C. Carpenter, Malcolm D. Lee, Dede McGuire, Renton Kirk, Patrick Malcolm, Nikki Tillman, Lena Moore, Rebecca Brody, Gena Lue Song, Linda Murrell, William K. Gaskins, Emilie Gaskins, Don Clark Williams, Charltina 'Chasha' Banks, Aleisha Allen, Vance Allen, Angela Ali, Brian Canberg, Jeff Marchelletta, Kathryn Smith-McGlynn, Brian J. White"
Gas Food Lodging,1992,"Brooke Adams, Ione Skye, Fairuza Balk, J Mascis, Donovan Leitch Jr., Robert Knepper, Jacob Vargas, Chris Mulkey, James Brolin, Laurie O'Brien, Julie Condra, David Lansbury, Adam Biesk, Leigh Hamilton, Diane Behrens, Tiffany Anders, Sissy Boyd, Jeff McDonald, Bill Kemp, Graci Lund, Shirley Smith, Carmelita Gonzalez, Mariah O'Brien, Cathryn Balk, George R. Parker, Jeff Miller, Michael Gillis, M. Eisel, Josie Lynne Adams, Sparky, Nina Belanger, Julia Vera, Carlos Rivas, Carlos Cestero, Rocio Segura, Leonard Leal, Vivis Colombetti, Marabina Jaimes, Hamlet Arman"
Black Dog,1998,"Stephen Tobolowsky, Lorraine Toussaint, Patrick Swayze, Brenda Strong, Randy Travis, Charles S. Dutton, Meat Loaf, Graham Beckel, Gabriel Casseus, Brian Vincent, Rusty DeWees, Cyril O'Reilly, Erin Broderick, Hester Hargett, Stuart Greer, Whitt Brantley, Bo Keister, André B. Walker"
Above the Rim,1994,"Duane Martin, Leon Robinson, Tupac Shakur, Henry Simmons, Wood Harris, Michael Rispoli, Shawn Michael Howard, Marlon Wayans, Bernie Mac, Byron Minns, Tonya Pinkins, Eric Nies, Bill Rafferty, David Bailey"
Dangerous Beauty,1998,"Catherine McCormack, Rufus Sewell, Naomi Watts, Oliver Platt, Fred Ward, Jacqueline Bisset, Melina Kanakaredes, Moira Kelly, Jeroen Krabbé, Joanna Cassidy, Daniel Lapaine, Justine Miceli, Jake Weber, Simon Dutton, Grant Russell, Peter Eyre, Carla Cassola, Gianni Musy, Michael Culkin, Ralph Riach, Charlotte Randle, Alberto Rossatti, Anna Sozzani, Luis Molteni, Tim McMullan, Richard O'Callaghan, Lenore Lohman, Maude Bonanni, Gaia Zoppi, Roberto Corbiletto, David Gant, Daniele Ciampi, Elena Mita, Federico Mita, Francesca Lucidi, Simona Nobili, Lena Guthorsen, Valentina Ardeatini, Tiziana Della Spina, Anna Maria Minati, Ilaria De Vincenzis, Cristina Rinaldi, Garmy Sall, Anna Maria Malipiero, Flaminia Fegarotti, Federica Federici, Angela Camuso, Patrizia Leonet, Elide Marigliani, Barbara Di Dio, Fulvia Lorenzetti, Olfa Ben Romdane, Laura Tedesco, Emy Kay, Davide Cincis, Ralph Morse, Annelie Harryson, Natascia Pastorello"
Invisible Child,1999,"Rita Wilson, Victor Garber, Tushka Bergen, David Dorfman, Mae Whitman, Freda Foh Shen, Jane Edith Wilson, Terry Diab"
The Inkwell,1994,"Larenz Tate, Joe Morton, Suzzanne Douglas, Glynn Turman, Vanessa Bell Calloway, Morris Chestnut, Mary Alice, Adrienne-Joi Johnson, Jada Pinkett Smith, Duane Martin, Phyllis Yvonne Stickney, Markus Redmond, Perry Moore, Akia Victor, Aaron Griffin, Reggie McFadden, Greg Leevy, Stacie Davis, Tonya Kelly, Joi Marshall, Di Reed"
To Gillian on Her 37th Birthday,1996,"Claire Danes, Peter Gallagher, Wendy Crewson, Michelle Pfeiffer, Kathy Baker, Freddie Prinze Jr., Bruce Altman, Laurie Fortier, Seth Green"
Untamed Heart,1993,"Marisa Tomei, Rosie Perez, Christian Slater, Kyle Secor, Vincent Kartheiser, Willie Garson, Charley Bartlett, Lotis Key, James Cada, Claudia Wilkens, Vanessa Hart, Nancy Marvy, Pat Clemens, Wendy Feder"
The Last Days of Disco,1998,"Chloë Sevigny, Kate Beckinsale, Mackenzie Astin, Robert Sean Leonard, Jennifer Beals, Chris Eigeman, Matt Ross, Matt Keeslar, Tara Subkoff, David Thornton, Burr Steers, Sonsee Neu, John C. Havens, Scott Beehner, Leslie Lyles, Michael Weatherly, Neil Butterfield, James Murtaugh, Edoardo Ballerini, Cate Smit, Jaid Barrymore"
Limbo,1999,"David Strathairn, Mary Elizabeth Mastrantonio, Vanessa Martinez, Kris Kristofferson, Herminio Ramos, Dawn McInturff, Kathryn Grody, Casey Siemaszko, Tom Biss, Rita Taggart, Leo Burmester, Michael Laskin, Jimmy MacDonell, Mérit Carlson-van Dort, Monica Brandner, Maria Gladziszewski, Dan Rinner, Stephen J. Lang, Ron Clarke, Charlotte Carroll, Joaqlin Estus, Andy Spear, Dave Hunsaker"
Wayward Son,1999,"Harry Connick Jr., Pete Postlethwaite, Vinessa Shaw, Walton Goggins, Patricia Clarkson"
Till There Was You,1990,"Mark Harmon, Deborah Kara Unger, Kate Ceberano, Jeroen Krabbé, Martin Garner, Gregory T. Daniel, Shane Briant, Terry Davis, Pamela Kalsal, Manson Matkias, Peris Kali, Willy Roy, Joseph Ratu, Joseph Depuey, Ivan Kesa, Daniel Sope"
Home for the Holidays,1995,"Holly Hunter, Robert Downey Jr., Claire Danes, Anne Bancroft, Charles Durning, Dylan McDermott, Geraldine Chaplin, Steve Guttenberg, Cynthia Stevenson, Amy Yasbeck, David Strathairn"
The Wood,1999,"Taye Diggs, Omar Epps, Richard T. Jones, Sanaa Lathan, Malinda Williams, LisaRaye McCoy-Misick, Antwon Tanner, Sean Nelson, Jascha Washington, Trent Cameron, Duane Finley, Patricia Belcher, Tamala Jones, Elayn Taylor, De'Aundre Bonds, Cynthia Martells, Wyking Jones, Geoffrey Blackshire, Aiysha Sinclair, Melvin Lyons, Sam Hiona, John Wesley, Oscar Dillon, Tia Gainer, Howard Thompson, Douglas Shamburger, Brandi Wilson, Christina Milian, Dawnn Lewis, Crystal Celeste Grant, La'Myia Good, Alecia Smith, Kongit Farrell, Stacy Arnell, Telma Hopkins, Basil Wallace, Todd Boyd, Julie Garibaldi, Nayo Wallace"
In Too Deep,1999,"LL Cool J, Omar Epps, Nia Long, Gano Grills, Veronica Webb, Stanley Tucci, Pam Grier, Jake Weber, Ron Canada, Hill Harper, Nas, Don Harvey, Ivonne Coll, David Patrick Kelly, Robert LaSardo, Jermaine Dupri, Mýa, Omar Epps, Richard Brooks, Lloyd Adams, Philip Akin, Anna Carolina Alvim, Karina Arroyave, Richard Blackburn, Kevin Chapman, K. C. Collins, Shane Daly, Brenda Denmark, Guillermo Díaz, Aunjanue Ellis, Delores Etienne, Kirk Jones, Wendii Fulford, Brian Furlong, Catherine Goudier, Jackie Hargrave, Edward Heeley, Howard Hoover, Tatum Hunter, Camille James, Claire Johnson, Hassan Johnson, Dustin Leonard, Jordan Leonard, Toya Alexis, Yvette Martin, Michie Mee, Toby Proctor, Alex Restrepo, Victor Rivers, Shyheim, Stephen Graham Simpson, David Spates, Lenore Thomas, Angel Torres, Katherine Trowell, Avery Waddell, Richard Doone, WBBrown II, Derrick Simmons, LL Cool J"
Michael,1996,"John Travolta, Andie MacDowell, William Hurt, Bob Hoskins, Robert Pastorelli, Teri Garr, Jean Stapleton, Joey Lauren Adams, Richard Schiff, Carla Gugino, Wallace Langham"
Juice,1992,"Tupac Shakur, Omar Epps, Jermaine Hopkins, Khalil Kain, Samuel L. Jackson, Vincent Laresca, Queen Latifah, Doctor Dré, Cindy Herron, Victor Campos, Grace Garland, Eric Payne, Idina Harris, Donald Faison, Idina Harris, George O. Gore II, Ernest R. Dickerson"
South Central,1992,"Glenn Plummer, Byron Minns, Lexie Bigham, Christian Coleman, Carl Lumbly, Kevin Best, LaRita Shelby, Vincent Craig Dupree"
The Myth of Fingerprints,1997,"Julianne Moore, Roy Scheider, Hope Davis, Blythe Danner, Noah Wyle, Laurel Holloman, Arija Bareikis, Michael Vartan, James LeGros, Brian Kerwin"
Bed of Roses,1996,"Mary Stuart Masterson, Christian Slater, Aldis Hodge, Josh Brolin, Debra Monk, Kenneth Cranham, Pamela Adlon, Brian Tarantina, Mary Alice, Ally Walker, Gina Torres"
Murder in Mississippi,1990,"Jennifer Grey, Blair Underwood, Josh Charles, Tom Hulce, Royce D. Applegate, Andre Braugher, C. C. H. Pounder, Donzaleigh Abernathy, John Dennis Johnston, Harry Caesar, Greg Kinnear, Ray McKinnon"
Olympia,1998,"Jason Andrews, Carmen Nogales"
Bellyfruit,1999,"Michael Peña, T.E. Russell, James DuMont, Kelly Vint, Tonatzin Mondragon"
In God's Hands,1998,"Shaun Tomson, Matt George, Shane Dorian, Matty Liu, Brion James, Bret Michaels, Amy Hathaway, Darrick Doerner, Maylin Pultar, Brian Keaulana"
True Crime,1999,"Clint Eastwood, James Woods, Isaiah Washington, Denis Leary, Lisa Gay Hamilton, Francesca Eastwood, Penny Bae Bridges, Bernard Hill, Diane Venora, Michael McKean, Sydney Tamiia Poitier, John Finn, Hattie Winston, Frances Fisher, Lucy Liu, Mary McCormack, Michael Jeter, Tom McGowan, Laila Robins, Nancy Giles"
Leap of Faith,1992,"Debra Winger, Steve Martin, Liam Neeson, Lolita Davidovich, Lukas Haas, M. C. Gainey, Meat Loaf, Philip Seymour Hoffman, Albertina Walker, LaChanze, Delores Hall, John Toles-Bey, Ricky Dillard, Vince Davis, Troy Evans, Phyllis Somerville, David L. Emmons, Mark Walters, James N. Harrell, Vernon Grote, Mary Jackson, Margaret Bowman, Jennifer Snyder, Deborah Hope, Ed Geldart, Marietta Marich, Grover Washington Jr., Suzi McLaughlin, Salvador Hernández, Casey Hammer, Blue Deckert, Jane Milburn, Norman Colvin, Maria Arita, Dave Hager, Jason McGuire, Melodee Bowman, Shirley Ash, Angela Blair, Cornelius Clark, Georgia Ellis, Tommy Ray Green, Felicia House, Tarsha Jackson, La Dale Kemp, Lizz Lee, Lawrence Matthews, Gheri LeGree-McDonald, LaShun Pace, Lynette Hawkins-Stephens, Stephanie Stephens, Cherrie Thompson, Leon P. Turner, Lulanger Washington III, Gabrielle West, Leroy Williams, Eugene Young IV, Irene Cortez, Shane Felux, Mark Hanson, Gabriel Horn, Jeff Linnartz, Travis Miller, Richard Phillips, David Precopia, Tom Todoroff, Michelle Wiesner"
Felicia's Journey,1999,"Elaine Cassidy, Bob Hoskins, Gerard McSorley, Arsinée Khanjian, Sheila Reid, Kriss Dosanjh, Marie Stafford, Ali Yassine, Nizwar Karanj, Peter McDonald"
Another Day in Paradise,1998,"Vincent Kartheiser, James Woods, Natasha Gregson Wagner, Melanie Griffith, James Otis, Brent Briscoe, Peter Sarsgaard, Paul Hipp, Branden Williams, Kim Flowers, John Gatins, Dick Hancock, Ryan Donahue, Christopher Doyle, Pamela Gordon, Jay Leggett, Michael Jeffrey Woods, Karen Sheperd, Mitchell Orr, Leo Fitzpatrick, Simon Williams, Steve Connell, Clarence Carter, Roosevelt Bitten, Greg Dalton, Donald Hayes, Ishma Israel, Maurice James, Eddie Lott, Will Miller, Darryl Richards, Isaac Smith, Lou Diamond Phillips"
Cadence,1990,"Michael Beach, Charlie Sheen, Laurence Fishburne, Ramon Estevez, Lochlyn Munro, Jay Brazeau, Martin Sheen, James Marshall, John Toles-Bey, Jenn Griffin, Roark Critchlow, Samantha Langevin, Tony Pantages, David Glyn-Jones, Tom McBeath, David Michael O'Neill, Matt Clark, Deryl Hayes, Harry Stewart, Blu Mankuma, Joe Lowry, Allan Lysell, Steven Hilton, Christopher Judge, Brent Stait, F. Murray Abraham, Alec Burden, Don S. Davis, Ken Douglas, Robert Gazzola, Weston McMillan"
Surviving The Game,1994,"Ice-T, Rutger Hauer, Gary Busey, John C. McGinley, F. Murray Abraham, Charles S. Dutton, William McNamara"
Love Hurts,1991,"Jeff Daniels, Judith Ivey, Cloris Leachman, John Mahoney"
Rain Without Thunder,1993,"Betty Buckley, Jeff Daniels, Robert Earl Jones, Linda Hunt, Ming-Na Wen, Frederic Forrest, Graham Greene, Carolyn McCormick, Austin Pendleton, Katharine Crost, Ali Thomas, Stuart Burney, Iona Morris"
The Doctor,1991,"William Hurt, Elizabeth Perkins, Charlie Korsmo, Wendy Crewson, Christine Lahti, William Marquez, Mandy Patinkin, J. E. Freeman, Bill Macy, Adam Arkin, Kyle Secor, Tony Fields, Ping Wu, Brian Markinson, Nicole Orth-Pallavicini, Maria Tirabassi, Ken Lerner, Bruce Jarchow, E. Keith Polk, Nellye Leonard, Richard McKenzie, Denis Heames, Sue Rihr, Brandyn Barbara Artis, Millie Slavin, Nancy Parsons, John Marshall Jones, Laurie Lathem, Adam Wylie, Stephen William Moore, Cynthia Mason, Breon Gorman, Renée Victor, Gregor Hesse, Fran Bennett, Zoaunne LeRoy, Jonathan Kohl, Ross Eto, Michael O'Dwyer, Karen S. Gregan, Lillian Hurst, Rosa Maria Briz, Steven Gundry, Akuyoe Graham, Jusak Bernhard, Nicholas Frangakis, Matthew T. Clancy, Jeris Lee Poindexter, Derek Van Longshore, Gail Neely, Lily Mariye, Woodryan Alexander, Susie Schelling, Ed Rosenbaum, Zakes Mokae"
Infinity,1996,"Patricia Arquette, Peter Riegert, Matthew Broderick, James LeGros, Joyce Van Patten, Dori Brenner, Peter Michael Goetz, Željko Ivanek, James Hong, Josh Keaton, Raffi Di Blasio, Kristin Dattilo"
Whore,1991,Theresa Russell
A Midnight Clear,1992,"Peter Berg, John C. McGinley, Kevin Dillon, Ethan Hawke, Gary Sinise, Arye Gross, Frank Whaley"
Jack the Bear,1993,"Danny DeVito, Gary Sinise, Julia Louis-Dreyfus, Miko Hughes, Andrea Marcovicci, Reese Witherspoon, Robert J. Steinmiller Jr., Erica Yohn, Bert Remsen, Stefan Gierasch, Monica Calhoun"
The Program,1993,"James Caan, Halle Berry, Omar Epps, Craig Sheffer, Kristy Swanson, Andrew Bryniarski, Duane Davis, Joey Lauren Adams, Abraham Benrubi, J. C. Quinn, Jon Pennell"
Truman,1995,"Gary Sinise, Diana Scarwid, Tony Goldwyn, Pat Hingle, Lois Smith, Remak Ramsay, Daniel von Bargen, Colm Feore, James Gammon, John Finn, Leo Burmester, Marian Seldes, Željko Ivanek, Virginia Capers, Richard Venture, Amelia Campbell, Harris Yulin"
Albino Alligator,1997,"Matt Dillon, Faye Dunaway, Gary Sinise, William Fichtner, M. Emmet Walsh, Joe Mantegna, Skeet Ulrich, John Spencer, Viggo Mortensen, Melinda McGraw, Frankie Faison"
George Wallace,1997,"Gary Sinise, Mare Winningham, Angelina Jolie, Clarence Williams III, Mark Valley, Terry Kinney, Joe Don Baker, Ron Perkins, Tracy Fraim, Mark Rolston, William Sanderson, Kathryn Erbe"
The Daytrippers,1997,"Anne Meara, Hope Davis, Stanley Tucci, Parker Posey, Liev Schreiber, Carol Locatell, Amy Stiller, Marcia Gay Harden, Campbell Scott, Pat McNamara, Paul Herman, Jill Rowe, Peter Askin, Marc Grapey, Douglas McGrath, Andy Brown, Stephanie Venditto, Leonard Maltin"
Prayer of the Rollerboys,1991,"Corey Haim, Patricia Arquette, Julius Harris, Christopher Collet"
"Oh, What a Night",1992,"Corey Haim, Barbara Williams, Robbie Coltrane, Andrew Miller"
Life 101,1995,"Corey Haim, Ami Dolenz, Keith Coogan"
Baywatch the Movie: Forbidden Paradise,1995,Pamela Anderson
Road Rage,1999,"Yasmine Bleeth, Jere Burns, Alana Austin, Jenica Bergere, Nathaniel DeVeaux, John Wesley Shipp, Doug Abrahams, Maxine Miller, Roger Barnes, Linsea O'Shea, J. Douglas Stewart, J.J. McColl, Mandy Milicevic, Michael Dobson, Donald Fong, Michelle Morgan, James Ralph, Viv Leacock, Robyn Driscoll, Andrew Hedge"
The Force,1994,"Kim Delaney, Yasmine Bleeth, Jason Gedrick, Gary Hudson"
Talk to Me,1996,"Jenny Lewis, Veronica Hamel, Yasmine Bleeth, Ricky Paull Goldin, Peter Scolari, Dawn Greenhalgh, Brenda Devine"
Ultimate Deception,1999,"Richard Grieco, Yasmine Bleeth, Sabrina Grdevich, Gordon Michael Woolvett"
F.T.W.,1994,"Lori Singer, Brion James, Mickey Rourke"
Speedway Junky,1999,"Jesse Bradford, Jordan Brower, Jonathan Taylor Thomas, Daryl Hannah, Patrick Renna, Patsy Kensit, Tiffani Thiessen, Warren G, Shevonne Durkin"
Claudine's Return,1998,"Christina Applegate, Perry Anzilotti, Stefano Dionisi, Gabriel Mann"
Full Body Massage,1995,"Bryan Brown, Mimi Rogers"
Bopha!,1993,"Danny Glover, Malcolm McDowell, Malick Bowens, Marius Weyers, Alfre Woodard, Maynard Eziashi, Tshepo Nzimande, Grace Mahlaba, Sello Maake, Peter Kampila, Julie Strijdom"
Murder in the Heartland,1993,"Tim Roth, Fairuza Balk, Brian Dennehy, Randy Quaid, Kate Reid, Rondi Reed, Roberts Blossom, Tom Bower, Bob Gunton, Ryan Cutrona, Angie Bolling, Jake Carpenter, Heather Kafka, Don Bloomfield, John Hussey, Renée Zellweger"
Imaginary Crimes,1994,"Fairuza Balk, Kelly Lynch, Diane Baker, Vincent D'Onofrio, Harvey Keitel, Elisabeth Moss, Seymour Cassel, Amber Benson, Chris Penn"
Jade,1995,"David Caruso, Linda Fiorentino, Chazz Palminteri, Richard Crenna, Michael Biehn, Angie Everhart, David Hunt, Donna Murphy, Holt McCallany, Ken King, Kevin Tighe, Robin Thomas, Jay Jacobus, Victoria Smith, Drew Snyder, Bud Bostwick, Darryl Chan, Graham Cowley, Nellie Cravens, Ron Ulstad, Allen Gebhardt, Garrett Griffin, Julian Hill, Buddy Joe Hooker, Bobby Bass, Sandy Berumen, Arthur Johnson, Paul Schlotfeldt, Rene Charles LaPrevotte, John Loftus, Tom Walsh, Howard Weathersby, Kevin Whitfield, John Wyman, Mini Mehra, Nicholas Tarvid, Harold Morrison, William Piletic, Olimpia Saravia, Tina J. Spangler, Isaac Spivey, Kenneth Tigar, Bill Tolliver, James Edward Veurink, Victor Wong, Ron Yuan, Peter Duchin, Dick Ziker, Mary Christina Brown, Bob Dini, Jeff Scott, Victor Talmadge"
Molly,1999,"Jill Hennessy, Aaron Eckhart, Elisabeth Shue, Thomas Jane, Elaine Hendrix, Elizabeth Mitchell, D. W. Moffett, Robert Harper, Lucy Liu, Musetta Vander"
The Giant of Thunder Mountain,1991,"Bart the Bear, Cloris Leachman, Richard Kiel, Marianne Gordon, Ryan Goldstein, Jack Elam, William Sanderson, George Buck Flower, Ellen Crawford, Danuel Pipoly, Chance Michael Corbitt"
Keeping the Promise,1997,"Keith Carradine, Annette O'Toole, Brendan Fletcher, Gordon Tootoosis, Maury Chaykin, David Cubitt, Darrell Dennis, Allegra Denton, William Lightning, Camilla Scott"
Henry Fool,1997,"Thomas Jay Ryan, James Urbaniak, Parker Posey, Maria Porter, Kevin Corrigan, Liam Aiken, James Saito, Miho Nikaido, Gene Ruffini, Nicholas Hope, Don Creech, Diana Ruppe, Jan Leslie Harding, Veanne Cox, Chuck Montgomery, Rachel Miner, Chaylee Worrall, Christy Carlson Romano, Melanie Vesey, Denise Morgan, Jill Morley, Paul Boocock, David Latham, Marissa Chibas, Julie Anderson, Reggie Harris, Camille Paglia, Maraya Chase, Shoshana Ami, Karen DiConcetto, Tiffany Sampson, Paul Lazar, Gretchen Krich, Valorie Hubbard, Dave Simonds, Fay Ann Lee, Paul Greco, Blake Willett, Raymond Cassar, Katreen Hardt, Merritt Nelson, Paul Albe, Vivian Bang, Claire Ritchie, Brandon Boey, Herbie Duarte, Toy Connor"
Left Luggage,1998,"Isabella Rossellini, Laura Fraser, Chaim Topol, Jeroen Krabbé, Miriam Margolyes, Marianne Sägebrecht, David Bradley, Maximilian Schell, Antonie Kamerling, Adam Monty, Heather Weeks, Lex Goudsmit, Krijn ter Braak, Mieke Verheyden, Noura Van der Berg"
I'll Do Anything,1994,"Nick Nolte, Whittni Wright, Albert Brooks, Julie Kavner, Joely Richardson, Tracey Ullman, Joely Fisher, Vicki Lewis, Anne Heche, Ian McKellen, Jeb Brown, Rosie O'Donnell, Woody Harrelson, Joel Thurm, Angela Alvarado, Dominik Lukas-Espeleta, Justina Hardesty, Robert Joy, Maria Pitillo, Suzzanne Douglas, Joseph Malone, Jake Busey, Harry Shearer, Ken Page, Chelsea Field, Justine Shapiro, Amy Brooks, Ian Deitchman, Maria Kavanaugh, Peter Kwong, Roz Baker, Courtney Perry, Perry Anzilotti, Wren T. Brown, John D. Schofield, Jennifer Cabrera, D.J. Dellos, Arvie Lowe Jr., Dale Anthony Phillips Jr., Alex Dent, Amish Desai, Alissa Dowdy, Heather DeLoach, Mayah McCoy, Brittany Johnson, Tricia Joe, Steve Vinovich, Chloe Brooks, Andrew David DeAngelo, Doris Dowdy, Susan DeLoach, Annalouise Paul, Trixie Flynn, Andy Milder, Ron Perkins, Aaron Lustig, Elisabeth Boyd, Kate McNeil, Patrick Cassidy, Norris J. Bishton III, Allison J. Brown, Stacey Renee Caddell, Alan James Luzietti, Jodi Ellen Melnick, Shawn Marie Stevens, Michael George Whaites, Keith Harden Young, Joan Giammarco, Tricia Leigh Fisher, Jerry Hauck, Jose Payo, Hannah Nielsen, Ingrid Nielsen, Sandy Helberg, Gregory Hinton, Scott Krinsky, Alex Magno, Nichole McAuley, Jonathan Romley, Viviane Vives, Danielle Dowdy"
Ricochet,1991,"Denzel Washington, John Lithgow, Victoria Dillard, Kevin Pollak, Rielle Hunter, Ice-T, Lindsay Wagner, John Amos"
Roommates,1995,"Jan Rubeš, Peter Falk, Julianne Moore, Frankie Faison, D. B. Sweeney, John Cunningham, Ellen Burstyn, Ernie Sabella, Noah Fleiss, Joyce Reehling, Lisa Davis, Rohn Thomas, Karl Mackey, Reverend Zygmund Szarnicki, Lee McConnell, David Cutter, David Tom, Lillian Misko-Coury, Kate Young, Noah Abrams, Ilana Levine, Scott Cohen, Pattie Carlson, Adrienne Wodenka, Daniel Corbin Cox, Joel de la Fuente, Raymond K. Wong, Wanqing Wu, Zhe Sun, Mengze Shi, Ann Heekin, Scott Klace, Vicki Ross-Norris, Peter Klemens, Donald R. Wilson, Ron Jaye, Courtney Chase, Ryan Kelley, Kate Rogal, Willard Scott, Bernard Canepari, Dorothy Silver, Rosa Gamarra-Thomson, Gerry Becker, Nelle Stokes, Mary Marini, Robert S. Gardner, Robert Dyga, Jeff Howell, Tony Amen, John E. Blazier, Jesse Iwanonkiw, John W. Iwanonkiw, William H. Macy, Eric Porvaznik, Keith Schrader"
Space Truckers,1996,"Debi Mazar, Dennis Hopper, Denis Akiyama, Jason O'Mara, Stephen Dorff, Charles Dance"
Pete's Meteor,1998,"Brenda Fricker, Mike Myers, John Kavanagh, Dervla Kirwan, Alfred Molina, Gavin Dowdall, Natasha Corcoran, Ian Costello, Dawn Bradfield"
My Giant,1998,"Kathleen Quinlan, Billy Crystal, Gheorghe Mureșan, Joanna Pacuła, Zane Carney, Jere Burns, Harold Gould, Dan Castellaneta, Raymond O'Connor, Rider Strong, Doris Roberts, Eric Lloyd, Jay Black, Lorna Luft, Lindsay Crystal, Peter Schindler, Estelle Harris, Elaine Kagan, Philip Sterling, Max Goldblatt, E. E. Bell, Joss Ackland, Carl Ballantine, Tony Belton, Martin Faltyn, Miroslav Dubský, Dale Wyatt, Ajay Naidu, Michael Papajohn, Lincoln Simonds, Heather Thomas, Rick Overton, Richard Portnow, Nicki Micheaux, Lawrence Pressman, Yvonne de La Paix, Miroslava Babúrková, Zoja Oubramová, Václav Kotva, Lena Birková, Anthony Avery, Anthony Avery, Jason H. Karniol, Brian D. Kline, Walter Ludwig, Victor M. Medina, Jody L Millard, Zdeněk Srstka, Verne Troyer"
Breast Men,1997,"David Schwimmer, Lisa Marie, Chris Cooper, Patrick Cronin, Louise Fletcher, Matt Frewer, Terry O'Quinn, Kathleen Wilhoite, Leigh-Allyn Baker, Emily Procter"
Friendship's Field,1995,"Kate Maberly, Jonathan Hernandez, Randall King, Nancy Riddle, Aaron Lee Syrett, Dallen Gettling"
Paradise Road,1997,"Julianna Margulies, Frances McDormand, Pauline Collins, Jennifer Ehle, Glenn Close, Elizabeth Spriggs, Cate Blanchett, Johanna ter Steege, Wendy Hughes, David Chung, Penne Hackforth-Jones, Sab Shimono, Anita Hegh, Clyde Kusatsu, Stan Egi, Pamela Rabe, Susie Porter, Lisa Hensley, Pauline Chan Bo-Lin, Robert Grubb"
Devil in a Blue Dress,1995,"Denzel Washington, Tom Sizemore, Jennifer Beals, Don Cheadle, Terry Kinney, Maury Chaykin, Matthew Barry, Albert Hall, Lisa Nicole Carson, Jernard Burks, Mel Winkler, Peggy Rea, Poppy Montgomery"
The Public Eye,1992,"Joe Pesci, Barbara Hershey, Stanley Tucci, Richard Schiff, Dominic Chianese, Jerry Adler, Christian Stolte, Richard Riehle, Laura Cerón, Max Brooks, Chuck Gillespie, Jared Harris, Jason Wells"
Final Analysis,1992,"Richard Gere, Kim Basinger, Uma Thurman, Keith David, Eric Roberts, Paul Guilfoyle, Agustin Rodriguez"
The Kill-Off,1990,"Loretta Gross, Andrew Lee Barrett, Cathy Haase, Jorja Fox, William Russell, Steve Monroe"
"Truth or Consequences, N.M.",1997,"Vincent Gallo, Kevin Pollak, Rod Steiger, Kiefer Sutherland, Kim Dickens, Martin Sheen, John C. McGinley, Rick Rossovich, Max Perlich, James McDaniel, Mykelti Williamson, Marshall Bell, Scott Christopher, Grace Phillips, Steve O'Neill, Richard Clark, Mark Lonow, Jason Rodriquez, Jim Wilkey, Craig Cliver, Robert Peters, Craig Clyde, Joan Robinson, Colin Patrick Lynch, Peter Iacangelo, James Verbois, Tim Parati, Donré Sampson, Bill McIntosh, Perry Barndt, John Brimley, Maurice Dunster, Dennis Bridwell, Richard Slaughter, Don Shanks, Chris Howell, Craig Hosking, Dan Rudert, Manny Rodriguez, D.L. Walker"
Desert Blue,1998,"Casey Affleck, Brendan Sexton III, Peter Sarsgaard, Christina Ricci, Kate Hudson, Sara Gilbert, John Heard, Ethan Suplee, Michael Ironside, Lee Holmes"
